date,price,index_name,ticker,source
2019-04-09,11851.349609375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-04-10,11764.759765625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-04-11,11779.509765625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-04-12,11829.169921875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-04-15,11873.6201171875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-04-16,11970.1103515625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-04-18,11922.4697265625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-04-22,11758.5498046875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-04-23,11743.76953125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-04-24,11883.1103515625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-04-25,11802.2197265625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-04-26,11885.51953125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-04-30,11868.0703125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-02,11834.3896484375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-03,11820.3603515625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-06,11707.919921875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-07,11607.6904296875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-08,11468.7998046875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-09,11415.8798828125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-10,11393.3203125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-13,11254.099609375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-14,11322.6103515625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-15,11256.5,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-16,11348.849609375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-17,11495.6796875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-20,11919.1298828125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-21,11797.1298828125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-22,11823.3896484375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-23,11757.91015625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-24,11957.009765625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-27,12039.0302734375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-28,12059.419921875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-29,11979.3701171875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-30,12061.4697265625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-05-31,12044.0703125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-06-03,12205.0498046875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-06-04,12144.5,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-06-06,11961.66015625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-06-07,11982.009765625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-06-10,12030.6904296875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-06-11,12082.8798828125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-06-12,12013.3798828125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-06-13,12015.099609375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-06-14,11920.8798828125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-06-17,11764.98046875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-06-18,11788.51953125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-06-19,11780.26953125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-06-20,11928.25,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-06-21,11828.990234375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-06-24,11808.16015625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-06-25,11899.3798828125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-06-26,11956.849609375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-06-27,11964.0703125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-06-28,11909.669921875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-01,11985.7099609375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-02,12030.3095703125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-03,12043.3203125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-04,12066.509765625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-05,11926.01953125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-08,11672.8095703125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-09,11674.150390625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-10,11613.8203125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-11,11698.6796875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-12,11678.1103515625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-15,11711.8095703125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-16,11794.01953125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-17,11814.2099609375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-18,11709.1396484375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-19,11524.83984375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-22,11452.759765625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-23,11428.849609375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-24,11349.5595703125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-25,11343.330078125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-26,11381.599609375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-29,11280.26953125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-30,11164.830078125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-07-31,11210.7802734375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-08-01,11077.330078125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-08-02,11095.16015625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-08-05,10966.4296875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-08-06,11057.240234375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-08-07,10964.7802734375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-08-08,11136.099609375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-08-09,11219.7998046875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
